captions,id
"<start> Outside, a skater uses his skateboard to make a jump. <end>",5277
<start> A white man wearing a cloth cap a brown shirt and brown trousers riding a skateboard jumps up a curved structure over another white man sitting on the other side of the structure and lands safely and the other side. <end>,5277
<start> A young man on a skate board rides up a curved wall over a seated man several times and lands on the pavement. <end>,5277
"<start> On a public street during the day, a skateboarder jumps a street obstacle and turns to the camera. <end>",5277
<start> A dark-haired girl with wolf ears and wolf mittens slides across the floor to wind up framed by a cardboard square in a living room setting. <end>,5278
<start> An Asian girl with a red bow in her hair slides forward and stops. <end>,5278
<start> In a bed room with a green couch an Oriental woman lays on the floor and slides her head through a cardboard box open at both ends. <end>,5278
<start> A young Asian girl wearing a gray cat costume pulls herself through a cardboard frame on the floor and looks at the camera. <end>,5278
"<start> A young asian girl dressed in a cat outfit, is onstage and slides into a closeup frame. <end>",5278
"<start> Along a tree-lined highway with phone poles, a boy in a grey hoodie on a bicycle clings to the back of a moving grey car until he lets go and flies off to the other side of the highway, as the drivers says, ""He needs some milk."" <end>",5279
<start> Outside a young boy in a gray hoodie holds on to a moving car while riding a bike the falls to the ground. <end>,5279
"<start> A young boy wearing a grey hoody and black shorts on a bicycle holding onto a car looses his grip and fall off the car, crashes and slides along the road for a distance. <end>",5279
<start> A boy in a gray hoodie riding a bicycle and hanging onto a car door lets go and flips over with his bike on the roadway. <end>,5279
"<start> A boy, riding on a bike on a public street, grabs ahold of a moving car, rides along, but falls and flips over repeatedly. <end>",5279
<start> An Irish setter wears a navy hoodie which covers his eyes as he walks across a suburban driveway and onto the grass. <end>,5280
"<start> Outside, a dog dressed in a sweatshirt tries to walk up a driveway. <end>",5280
<start> A white dog with a black hoody on with front legs and paws in the sleeves and the hood covering its head including his eyes is walking down a street blind. <end>,5280
<start> A white dog wearing a blue sweater that covers his eyes and front paws investigates a lawn. <end>,5280
"<start> A dog, walking outdoors, that has a hoody on his paws and over his eyes, is blinded and walking into obstacles. <end>",5280
"<start> Two big black dogs on a sidewalk lean over a chihuahua in a harness and lick it, so the little dog is unafraid. <end>",5281
"<start> Outside, two large black dogs are sniffing a small dog at the same time. <end>",5281
<start> Two big black bull dogs on a lease are sniffing a small dog. <end>,5281
<start> Two big black puppies investigate a tiny brown dog. <end>,5281
<start> Two very large dogs are sniffing a very small dog on a street corner. <end>,5281
"<start> A young man in long shirt, vest and jeans rests against the door of an above-ground subway car on a sunny day, with a backpack at his feet, until the car comes to a stop, the door opens and the man falls out <end>",5282
"<start> Inside a train, a man with a black and gray jacket on is asleep leaning on the doors and when they open, he falls out. <end>",5282
"<start> A man leaning against subway door wearing a black vest hoody, white teeshirt, grey shirt and khakis with a back pack between his feet, falls out onto the subway platform as the doors open at the stop. <end>",5282
<start> A man stands against a subway door and when the door opens he falls out on his back. <end>,5282
"<start> A man who is riding a bus during the day, leans on the doors and when they open, he falls out onto his back. <end>",5282
"<start> An Asian woman in light brown hair in competition uniform in an outdoor sports stadium, takes aim with a white bow, shoots, hits the target and then bows to the crowd. <end>",5283
"<start> Outside in a stadium, a young Asian guy uses his bow and arrow to hit the target. <end>",5283
<start> A Japanese woman at a sports event is in an archery contest in a sports stadium. <end>,5283
"<start> A young Asian woman with short brown hair shoots an arrow at a target, it lands in the innermost yellow circle and she nods her head. <end>",5283
"<start> At an outdoor athletic event, an asian archer send his arrow to the bullseye, to the delight of the crowd. <end>",5283
<start> Barack Obama in a white dress shirt speaks to a town-hall gathering at a state university in Ohio as he campaigns for president. <end>,5284
"<start> Outside, with people behind him, President Obama is walking and talking into a microphone. <end>",5284
"<start> President Obama giving a speech on women and the economy at a state university in New Philadelphia, Ohio. <end>",5284
<start> An African man in a white shirt speaks into a hand-held microphone as he walks around in front of an audience of women seated on chairs. <end>,5284
<start> Obama speaking to a women's group in Ohio. <end>,5284
"<start> An Asian man in blue shirt and grey baseball cap. at a fast-food counter, is handed an ice cream cone by a worker and the customer smashes it against his nose while yelling and raising his other arm. <end>",5285
<start> An Asian man in a blue shirt receives an ice cream cone and smashes it into his face. <end>,5285
<start> A Japanese man wearing a brownish baseball cap and a blue denim jacket is in a store and buying an ice cream cone and and puts the ice cream on the cone on his nose. <end>,5285
<start> A boy in gray cap and blue shirt is handed an ice cream cone over a counter and smashes it into his face. <end>,5285
"<start> A young asian man, orders a soft ice cream at a store, and slams it into his face as if in punishment. <end>",5285
"<start> A teenage Asian girl with a name tag in a military-style dark uniform chants and twirls down a long white, institutional-looking corridor in front of other girls lined up and also in the same uniform. <end>",5286
"<start> Inside a hallway, an Asian girl in a green dresses dances as she comes down the hallway. <end>",5286
<start> A Japanese girl wearing black button down the front dress with chevrons on the left sleeve is giving a cheer in a hallway in front of several other Japanese girls dress in the same outfit. <end>,5286
<start> An Asian girl in a green dress with white trim dances in a hallway then points to her nose as another girl watches. <end>,5286
<start> A young asian female student is dancing in the dorm hall with others looking on. <end>,5286
"<start> In a bathroom, a person holds and shakes a young fluffy dog as someone dries his hair with a hair-dryer. <end>",5287
"<start> In a bathroom, a tan puppy is being held while someone is using the blow dryer on it. <end>",5287
<start> A small dog being held by a person who is wearing a short sleeve shirt with writing on the front is barking at a covered microphone. <end>,5287
<start> A fluffy brown dog being held in a lap barks at a hair dryer that is aimed at him. <end>,5287
<start> A Yorkshire Terrier snapping at a hairdryer that is being used to blow him in the face. <end>,5287
"<start> A young man in black sports suit announces, ""Jumping through fences,"" and then he appears to pass through a chain-link fence of a tennis court, but his clothes are left outside the fence and he crouches on the tennis court clad only in blue underwear. <end>",5288
"<start> Outside, a man is a black jogging outfit jumps towards a fence and his clothes fall off. <end>",5288
"<start> A white man wearing a grey shirt, black hoody and black and black trousers in front of a fence says ""jumping through fences"" and then turns and runs at the fence and jumps through loosing all clothing except his under wear. <end>",5288
"<start> A young man in a warm-up suit jumps against the chainlink fence, and he ends up inside the tennis court in his underwear and his clothes outside on the ground. <end>",5288
"<start> A special effects video of a clothed boy jumping through a fence on a public court, but his clothes stay behind, and he is shown nearly stripped on the other side. <end>",5288
"<start> In a college dorm room, two bare chested young men with backwards baseball caps sing and dance and are joined by a portly, grey-bearded middle-aged man, similarly dressed, who does the same routine. <end>",5289
"<start> In a room with tan walls and a white closet, three shirtless men with shorts on are dancing. <end>",5289
"<start> Three men without shirts wearing shorts are dancing in a room, one of the men is wearing blue shorts with the number 6 on the left leg, a second older man with a beard is also wearing a black baseball cap backwards and black shorts with a logo on the left leg and the third man is wearing black shorts with a logo on the left leg and they are dancing. <end>",5289
"<start> Three shirtless men in shorts, one blue and two black, and backward ball caps dance in a row. <end>",5289
"<start> Two young boys are dancing to music win a room, when they are joined by an older man who cannot keep up with the routine. <end>",5289
<start> A white mouse on a plush light-grey carpet looks out from pink plush curtains under a wooden square holding a red bowl and several tea cups. <end>,5290
<start> A white guinea pig is eating under a covered a pink rug. <end>,5290
<start> A white hamster laying on a rug under a pink cloth with an i pad sitting on it and a white cup and red bowl are sitting on the i pad. <end>,5290
<start> A white furry rodent lies under a tiny table with a pink and brown skirt and a glass and bowl on top. <end>,5290
"<start> A white rat, on a rug, is draped with a pink cape and board to form a table. <end>",5290
"<start> The caption 'pizza crust"" shows above a man lutting a square dough into pieces, joining then together, stuffing them with cheese, then closing the cheese inside the dough and draping it into the form of a pretzel which magically gets cooked, then eaten with tomato sauce by an unseen eater. <end>",5291
<start> A cooking demonstration of how to make a pepperoni pretzel. <end>,5291
<start> A demonstration of how to make a pretzel pizza. <end>,5291
"<start> A man makes a pretzel-shaped pizza from scratch, tears a piece off and dips it in tomato sauce, in double time. <end>",5291
<start> Time lapse video of the making of a pizza pretzel. <end>,5291
"<start> At night, a dark-haired man in a green plaid shirt and brown jacket runs toward the camera against dark ground and sky, approaching the camera and then kissing the lens. <end>",5292
"<start> At night on a field, a young caucasian male running towards the camera. <end>",5292
"<start> A white man wearing a black teeshirt, plaid shirt and brown jacket and grey pants is running across a field toward the cameral with his hands in his pants pockets and when he gets to the camera he blows a kiss at it. <end>",5292
"<start> A young man runs from a light pole at night, towards the camera, and kisses the lens. <end>",5292
"<start> A young man at night on a sports field, runs toward the camera and kissed the lens. <end>",5292
"<start> Inside a bedroom with daylight pouring in the windows, a figure dances in front of a mirror in front of a double bed in tight blue jeans and brown shirt tied to reveal the bare midriff in a suggestive dance as the figure slowly lowers until the mirror reveals a man's head. Surprise. <end>",5293
<start> In a bedroom a man standing in front of a mirror looking at himself while dancing. <end>,5293
<start> A white man wearing a shirt pulled up to expose his waist and black pants is dancing in front of mirror in a bedroom. <end>,5293
<start> A mirror reflects a man with a bare midriff in a bedroom dancing and lowering himself until he is in a sitting position on his toes. <end>,5293
"<start> A man in a bedroom, during the day, is doing a booty dance to music in his mirror. <end>",5293
"<start> Two small cats stand at an opening in the floor with a ladder to climb down to the basement, and the all-black cat starts down the ladder, and the black and white cat pushes him, with a crash sounding at the bottom. <end>",5294
<start> Two cats looking down a hole with a ladder and while one of them is going down the other cat pushes him with his leg. <end>,5294
<start> Two cats one black and grey the other black and white in an attic are at the entrance to the attic and one cat starts down the ladder from the attic and the other cat swats his behind and he falls to the floor below. <end>,5294
<start> A cat on an upper level starts down a ladder and another cat watching him puts out a paw and shoves him down. <end>,5294
"<start> Two cats are attempting to go down an attic ladder, and as one cat goes down, the second cat pushes the first to a fall. <end>",5294
"<start> A calico standing erect at a glass door inside, looks outside at a tree and garage as a grey cat comes closer land watches, swishing its tail, but then the calico notices the other cat and attacks it, starting a fight. <end>",5295
"<start> Inside a room in front of a glass door, two cats are fighting. <end>",5295
<start> Two cats one black brown and white looking out a sliding glass door while the other black cat sneaks up and meows then the first cat turns and attacks the him ending in a big cat fight. <end>,5295
"<start> A gray cat watches a tortoiseshell cat, who turns and looks at him and soon they are fighting, amid plant pots in a sunroom. <end>",5295
"<start> A cat is peering out of a window, during the day, and meowing, when another cat approaches and a serious cat fight ensues. <end>",5295
"<start> on a flat grassy field with a tree border in the distance, a man dressed in black pulls back on a giant swing, mounted on a very tall slingshot (20 feet tall?) and releases a ball which travels far and he cheers with another man in white baseball cap runs onscreen in excitement. <end>",5296
<start> Outside on a sunny day two men put a ball in a large sling and release it across a large field. <end>,5296
"<start> A white man wearing a baseball cap, a black shirt on backwards is and black pants is in a field using a tree shaped into a sling with bands is shooting a round object down the field successfully and another man appears and they both cheer. <end>",5296
"<start> Two men pull back a slingshot attached to a y-shaped dead tree and send a basketball flying, then jump around. <end>",5296
"<start> A man, on a large outdoor field, constructs a huge slingshot from a dead tree, launches a pumpkin at a goal marker, makes the goal and celebrates with a friend. <end>",5296
<start> A black woman in a violet sweater and grey tights and red shoes starts to walk on an ice-covered driveway between a house and a vehicle and slips back and forth but does not fall. <end>,5297
"<start> Outside on an icy sidewalk, a woman starts dancing and loses control. <end>",5297
<start> A black girl wearing a blue sweater and tie died pants is slipping on ice next to a parked car in a driveway. <end>,5297
"<start> A woman in a purple sweater, gray pants and red shoes slides around on an icy driveway. <end>",5297
"<start> A girl in red shoes, goes outdoors, and finds the pavement is icy and slips and slides, in almost dance routine style. <end>",5297
"<start> With a lighter held at the narrow top of a huge glass bottle, something like a white veil is ignited and passes down the walls of the bottle as a disk until , at the bottom, it begins flashing for a few seconds. <end>",5298
<start> Inside a room a person places a torch over a large glass bottle and lights it causes a flame to go down in the bottle. <end>,5298
<start> A flame is used at the top of a large jar with a narrow neck to show how the flame will create a funny cloud that burns out making flashes at the bottom of the Jar as it burns out. <end>,5298
"<start> A lighter ignites a gas in a carboy, which burns to the bottom and goes out. <end>",5298
"<start> In a chemical experiment, indoors, someone lights a flame atop a large 5 gallon jug, and the gas in the jug lights and burns its way to the base where it extinguishes itself. <end>",5298
"<start> Two black men in neon yellow sleeveless tops pull back as strong elastic bands try to pull them forward, as teammates watch in an outdoor setting, and when someone throws a soccer-sized ball at the first man, he bats it back with his head. <end>",5299
"<start> Outside, a group of me are hooked to a harness and one of them hits a ball using his head. <end>",5299
"<start> There are five soccer players three white and two black dressed in green jerseys and black shorts on a soccer field, two one black and one white are attached to elastic ropes are in a field practicing head shots, while one black player is sitting on a large blue ball and the other two whites are standing around. <end>",5299
<start> Soccer players in green shirts and harnesses practice moves while one sits on a large blue ball. <end>,5299
"<start> On a practice field, outdoors, soccer players are tethered and practice head return shots. <end>",5299
"<start> On an outdoor soccer field, a player ""Casemiro"" walks toward a teammate (#3) who lies on his stomach, attended by a referee in vertical red-and-white striped shirt until the man rolls over on his back putting his hands over his eyes. <end>",5300
<start> On a field a referee check on a player laying on the ground and he covers his face and rolls over two times. <end>,5300
<start> On a sports field a player dressed in a white uniform is laying on the ground after being felled by an opposing team member wearing a red and blue uniform is trying to see if he is all right as two team members of the white team tell the opposing team member to back off. <end>,5300
<start> A referee in striped red shirt and blue shorts tends to a soccer player in white who rolls on the ground and holds his head. <end>,5300
"<start> On an outdoor field, a referee is attempting to examine an injured soccer player lying on the grass. <end>",5300
"<start> On a crowded subway car, a man tries to push off or blind with his hands an angry suited man held up by other passengers as passengers cower away from the fight. <end>",5301
<start> A group of Asians on a train are holding man up smashing his face. <end>,5301
"<start> On a Japanese subway car a Japanese man wearing a grey suit, a striped tie and white shirt is being held up by other riders of the subway car, while one other rider messes with his face. <end>",5301
"<start> In a crowded subway car, an Asian man is held above the crowd and hands push at his face and head. <end>",5301
"<start> In a crowd of angry people, an asian man has his face pushed and battered. <end>",5301
"<start> In an empty soccer stadium, grass-covered, a team in apple green jerseys does calisthenic exercises. <end>",5302
"<start> On a soccer stadium, the players are lined up and are doing lunges. <end>",5302
<start> On a sports field a team wearing green jerseys and black sorts is doing calisthenics. <end>,5302
<start> Soccer players in green shirts on a field in an empty stadium practice kicks and other moves in a line. <end>,5302
"<start> A team of soccer players are practicing and exercising on a vacant soccer venue, at night. <end>",5302
"<start> In a close-up, a bearded young man in a navy shirt sits in the driver's seat as though making sputtering sounds as a young girl in brown braids and turquoise shirt bobs in and out behind him yelling and making menacing gestures. <end>",5303
<start> A young caucasian man is in the front seat of a car and a young caucasian girl is behind him making faces. <end>,5303
<start> A white man with a chin beard and blue teeshirt is making funny sound with his mouth when a white girl with pigtails wearing a light blue teeshirt is behind him and laughing at him. <end>,5303
<start> A boy with a small beard and a blue shirt talks to the camera and a girl with pigtails in the background pops in sight and shouts. <end>,5303
"<start> A man is rapping with his mouth moving in a fashion of spitting, while his daughter is laughing to the beat from the back seat of a car. <end>",5303
"<start> In a darkly lighted inner space, a girl in long brown straight hair is talking when a young man in a dark t-shirt slaps her head and she slaps him back, knocking him off his stool and then she holds her face and whimpers. <end>",5304
<start> Inside a room a young caucasian woman is talking when someone hits hit and she hits them back. <end>,5304
<start> A white girl with long brown hair wearing a black top is smacked in the face by a white man wearing a black shirt with writing on the front and she slaps him back and he falls and the girl acts as if the slap on her face hurt. <end>,5304
"<start> As a girl with long brown hair talks to the camera, a younger boy slaps her and she slaps him back. <end>",5304
"<start> A young woman is speaking to the camera, when a boy slaps her in the face and she retaliates by slapping him back. <end>",5304
<start> A young boy in green pajamas is playing in a grey-carpeted room next to a crib when the door opens and he turns to a toy-covered bed and hides what he's playing with under a grey blanket. <end>,5305
"<start> Inside a bedroom, a little boy in green pajamas hides a book under the covers. <end>",5305
<start> In a little boys bedroom a little boy wearing green pajamas is sitting on the floor looking at some game when another person opens the door and the boy jumps up and tries to hide the object he was looking at on a bed full of toys. <end>,5305
"<start> When a door opens on a bedroom, a toddler in green grabs something he was looking at on the floor and hides it under a blanket on a bed. <end>",5305
"<start> A young boy is picking up a box of toys from the floor, placing it on his bed and covering it. <end>",5305
"<start> A little girl in yellow playsuit dances to piano music offscreen in a room with a gable, chair and some toys. <end>",5306
"<start> Inside a room, a little girl in a yellow short outfit is dancing. <end>",5306
<start> A little girl wearing a yellow pants suit with short legs and sleeveless is dancing in a room to piano music. <end>,5306
"<start> A young white girl in a yellow outfit dances on a floor, with a folding table and a chair in the background. <end>",5306
"<start> In a room in a house, a young girl is dancing to the music of a piano. <end>",5306
"<start> A brown-haired suited Asian man sings and holds a toddler on his lap and plays with the kid's hands, with multiple repetitions of the same image next to and behind him in what seems to be an entertainment fun park toy car. <end>",5307
<start> A video showing eight images of a man holding a baby in front of him pretending to drive. <end>,5307
<start> A Japanese man dressed in a white shirt and black and grey striped suit coat is holding a small child dressed in a shirt with sail boats on it is keeping time to music by moving the child's arms. <end>,5307
"<start> Multiple images appear of a young man in a blue suit and a baby sitting in a light blue car with white headlights, a ferris wheel in the background. <end>",5307
"<start> On a stage set, a young man is moving an infants hands to the beat of music. <end>",5307
"<start> In a dark indoor entertainment venue, a young black man lies bare-chested on his back surrounded by onlookers as one heavy black woman in pink mounts him and appears to hump him , followed by a black woman in black who sits on him while speaking into a microphone. <end>",5308
<start> A crowd of people inside a room watching as two large women take turns sitting on a man laying on the floor. <end>,5308
"<start> In a room with several black people watching a couple of black women one dressed in a white shirt and black pants and the other dressed in a black top and black pants jump on a black man laying on the floor the first woman makes an obscene movement on him and the second very large woman hurt him when she jumps on him, <end>",5308
<start> Heavy women take turns sitting and bouncing on a man lying on the floor. <end>,5308
"<start> Two large black women knock down a lack man and pounce on him, in a staged fight scene. <end>",5308
"<start> A young man, lying on his back, with dark eyebrows and black-rooted hair dyed blond at the ends and a gold ring in his nose, tightly closes his mouth, shuts his eyes, and then smiles. <end>",5309
<start> A young Caucasian male with blonde hair and a gold hoop earring in his nose is laying down. <end>,5309
<start> A white man with a ring in his left nostril. <end>,5309
<start> The screen is filled with the face of a man with a ring in his nose and blond and brown hair. <end>,5309
"<start> A boy, with a nose ring, is showing little movement except for the interior of his nose. <end>",5309
<start> A man in a black shirt and red baseball cap stands on a sidewalk in Paris pointing to the Eiffel Tower behind him and speaking to someone in front of him. <end>,5310
"<start> On a sunny day outside, young man in a red cap is pointing to the Eiffel tower. <end>",5310
<start> A white man needing a shave wearing a red baseball. a black teeshirt with a logo an the front and a black jacket is standing in front of the Eiffel tower pointing at the tower. <end>,5310
<start> A man in a dark blue jacket and red ball cap points to the Eiffel Tower and talks. <end>,5310
"<start> An american is standing in front of the Eiffel Tower, during the day, and threatening to shake down a treehouse. <end>",5310
"<start> A young bird with a long, thin beak and yellow and brown markings walks with a backwards-forwards motion on a gravel path outside as human voices sound around it. <end>",5311
<start> Outside a fat bird with a long beak is walking. <end>,5311
<start> A long beaked bird walking funny as people in the background keep time to his funny steps. <end>,5311
<start> A bird with a long beak walks on a pebbled surface with hesitant steps. <end>,5311
"<start> Outdoors, during the day, a bird is walking on the ground in a peculiar gate, while a group of kids cheer at the bird and what they see. <end>",5311
<start> A young woman stands in a living room in front of a wall-mounted TV screen on an Oriental rug and she runs screaming and lands on two youngsters huddled on a sofa and hugs them both. <end>,5312
"<start> Inside a room, two women are lounging on a sofa and another woman runs and jumps on top of the one in pink. <end>",5312
"<start> Three girls two white and one black are discussing whether a male person does something or not, two of the girls one white and one black are on a couch and the other girl runs over and leaps on them. <end>",5312
<start> A girl in gray runs to a couch and throws herself into the arms of someone in a red shirt sitting there <end>,5312
"<start> In a playroom in a house, a young girl is shouting at tow friends,""he doesn't"", while they shout, ""he does"" and she then charges at them, jumps on them and a hug ensues. <end>",5312
"<start> On a green outdoor playing field, a soccer player in red uses a white spray to spell out the name ""ALEX"" <end>",5313
"<start> On a field outside, a man in red sprays the name ""Alex"" using white paint while a referee watches. <end>",5313
<start> On a soccer field a player wearing a red uniform with white strips writes the work Alex and the field with marking spray and runs off as an opposing team player in a green jersey and white shorts comes along with his hands on his hips. <end>,5313
<start> A soccer player in a red uniform paints the name Alex on the grass in white. <end>,5313
"<start> A soccer player spray paints the name, ALEX, on the field grass. <end>",5313
"<start> A figure in pink shirt and turquoise shirt, blue backpack, boots and a hat prances down an outside path holding a man's hand and then is shown to be a grey poodle who turns to see a white poodle following her. <end>",5314
<start> A gray poodle is being walked on its hind legs outside while a white poodle watches it. <end>,5314
<start> A grey poodle dressed in a yellow and blue hat a pink silk blouse and green skirt and a blue back pack walks on its hind legs down a sidewalk when a white poodle looks curiously at the grey poodle as someone takes the grey poodles front paw. <end>,5314
"<start> A gray poodle dressed in a pink jacket and blue skirt, wearing a bright blue backpack and walking on its hind legs stops to look at a white poodle. <end>",5314
"<start> A poodle, dressed as a little girl, is walking down a street on its hind legs, wearing clothes, boots, backpack, and glasses while a small poodle looks on. <end>",5314
"<start> A grey Weimaraner dog under a glass-topped table sees someone drop a piece of food on the table, then another, as it fruitlessly licks the glass, attempting to eat the food. <end>",5315
<start> A piece of food is dropped on a glass table and a dog underneath the glass tries to get it. <end>,5315
<start> A dog behind clear glass is trying to eat what some one is throwing on the glass. <end>,5315
<start> A weimeraner looks up through a glass table and licks at food that has spilled on it. <end>,5315
"<start> On a street table, a man drops french fires on a glass table, taunting his dog into trying to eat through the glass of the table. <end>",5315
"<start> A tall, bearded black man at a professional, indoor sports arena takes a long shot with a basketball but many men, also not in uniforms shoot at the same time and it is impossible to tell who succeeds at making a basket. <end>",5316
"<start> Inside a basketball court, a group of players are tossing balls towards the hoop. <end>",5316
<start> On a basketball court a black man dressed in a black shirt with red and white stripes on the fron and black pants throws a basketball at the basket from about half court and makes the basket and he is very happy and dances. <end>,5316
"<start> On a basketball court before a crowd, a man with a black beard throws a ball into the basket and dances. <end>",5316
"<start> At a basketball game warmup, a player, who is heavily bearded, makes a center court shot. <end>",5316
"<start> A blond Asian man in a black tanktop eats while holding a disposable cup and chopsticks, standing next to another man who is talking. <end>",5317
<start> An asian man is eating and listening to someone talk. <end>,5317
<start> A Japanese man with blond hair wearing a sleeveless teeshirt with white writing on the front is eating holding a cup and chop sticks in the left hand listening to another Japanese man talk wearing a black shirt while another Japanese man comes up behind the first wearing a baseball cap sideways and a white shirt a puts his hand on the first man's arm. <end>,5317
"<start> An Asian man with blond hair, wearing a black tank top with white lettering, chews and holds a drink while a man with a hat comes up behind him. <end>",5317
"<start> A young asian man is eating, when he is consoled by a friend. <end>",5317
"<start> A lizard (a gecko?) outside on a sunny day lifts one arm and the opposite leg, then switches sides. <end>",5318
<start> Outside a frog is raising his arms one at a time. <end>,5318
<start> A salamander appears to be dancing to a song by lifting opposite legs to the music. <end>,5318
<start> A lizard lifts alternate legs and hands. <end>,5318
"<start> Outdoors, a lizard is making strange gestures, likely mating gestures, with his arms and it is set to music. <end>",5318
<start> A tubby pre-teen standing in a cluttered bedroom holds a smartphone in front of him and talks into it. <end>,5319
<start> In a room a little caucasian boy is filming something with his cell phone. <end>,5319
<start> In a bedroom a young boy wearing a green and yellow shirt and green sipper sweater is talking in a cell phone telling someone the stop hating. <end>,5319
<start> A young boy in green looks at a smart phone and talks while standing in a bedroom. <end>,5319
"<start> A young boy, in a bedroom, is making a phone video abut stopping hatred. <end>",5319
"<start> Behind a suburban house, a young boy in blue digs in the dirt as a toddler in red and white plops down, then gets up, only to be knocked over by two white wolf-like dogs who run in around the corner. <end>",5320
<start> Outside a toddler is walking and two white huskies come around the corner and knock him down. <end>,5320
"<start> in the backyard of a house, a young boy dressed in a blue shirt and dark pants is playing in the dirt while a toddler dressed in a white and red shirt and red pants walks by him and falls down and as he get back on his feet two white dogs come around from the side of the house and knock him down again. <end>",5320
"<start> In a back yard, a toddler in red and white falls and gets up, then is knocked over when two large white dogs charge around the corner of the house. <end>",5320
"<start> Two children, one an infant are playing outdoors, when the infant tries to stand but is knocked down by to large, running dogs. <end>",5320
"<start> On the asphalt at night at a gas station, a tall thin young black man does a split, then gets up and starts dancing and singing with two onlooking friends. <end>",5321
<start> Three young african american boys start dancing a a service station. <end>,5321
"<start> A black man dressed in black pants, and red sneakers, another black man wearing a black shirt and black shorts and red shoes is near by and another black man dressed in a white shirt and shorts and they are dancing in a gas station driveway. <end>",5321
"<start> Three African boys outside at night dance, with parked cars in the background. <end>",5321
"<start> Three black boys are dancing in a parking lot at night, <end>",5321
"<start> In a map on a globe, the world spins by from the Atlantic Ocean to the Pacific and then back to the Atlantic <end>",5322
<start> A world globe is being turned around. <end>,5322
<start> A person is spinning a globe. <end>,5322
"<start> A globe of the world spins, going westward from West Africa and back again. <end>",5322
<start> A video clip of a scan of a world map. <end>,5322
"<start> In a bedroom, a young man is dumped on a bed as his friends with noisemakers sprinkling him with pictures, confetti and water as one yells ""Happy Birthday."" <end>",5323
<start> In a hotel room a group of guys are messing with another one that is sleeping. <end>,5323
<start> In a bedroom three white males are wishing a fourth happy birthday' <end>,5323
"<start> Several boys push another boy onto a bed, cover him with pictures and other things, and take a picture of him with a smart phone. <end>",5323
"<start> Two boys hold down a friend on a bed, while a girls shrieks, and the boys spray confetti and yell, 'happy birthday"" to the friend. <end>",5323
"<start> Panning from a double stack of magazines with a young Asian woman with long straight black hair, showing an ample bosom in a lacy outfit on the cover, the hand of a conservatively dressed young Asian woman (who could be the one on the cover) holds up a copy of the magazine on display. <end>",5324
<start> A young asian woman is holding up a magazine with her photo on the cover. <end>,5324
<start> A Japanese woman with long black hair dressed in a leather jacket is holding up a magazine wither her picture on the front cover. <end>,5324
<start> An Asian girl with long hair picks up a magazine from a stack and shows a picture of herself on the cover. <end>,5324
"<start> A pan of a stack of magazines to a young asian girl, who shows the camera a photo of her on a magazine cover, with a wave and smile at the camera. <end>",5324
"<start> A baby girl in a red top with white dots moves her eyebrows up and down, smiles and repeats the eyebrow movement. <end>",5325
"<start> A baby girl with a pink and white polka dotted dress on, is raising her eyebrows up and down. <end>",5325
<start> A very young white person with long hair wearing a red and white shirt is raising and lowering it's eyebrows and enjoying it. <end>,5325
"<start> A little girl in a pink polka dotted dress raises her eyebrows at the camera, laughs and then does it again. <end>",5325
"<start> Outdoors, during the day, a very young child is tickling herself, raising eyebrows, and smiling. <end>",5325
"<start> In a grey hoodie, a person bounces on her hands on a large trampoline outside but it is revealed that her hands are holding her feet under the sweatshirt. <end>",5326
"<start> Outside on a trampoline, a person with its legs inside of the arms of a sweatshirt is bouncing and bounces off of it. <end>",5326
"<start> On a trampoline outside a person wearing a hoody with their hands and legs in the sleeves is jumping up and down, does a summersault and falls off the trampoline. <end>",5326
<start> A boy with both arms and legs down the sleeves of his gray hoodie bounces on an outdoor trampoline then bounces off. <end>,5326
"<start> A young person, who is improperly dressed in a sweatshirt (legs in arms), is bouncing on a trampoline and rolls off onto the grass. <end>",5326
<start> A young child dressed in a long green and white striped pullover carries a black and white cat onto the rim of an outside pool and tries to throw it into the water but the cat escapes as the child falls into the water. <end>,5327
"<start> Outside, a baby attempts to throw a cat into a pool but ends up falling in. <end>",5327
"<start> A toddler wearing a green striped shirt and blue shorts, holding a black and white cat steps to the side of a pool and tries to throw the cat into the pool but the cat gets away and the toddler looses it's balance and falls into the pool instead. <end>",5327
"<start> A toddler carrying a black and white cat steps up to a swimming pool and tosses the cat, which turns and runs away, and falls in himself. <end>",5327
"<start> Outdoors, a young child carrying a cat, steps onto a ledge in front of a pool, and when the child attempts to throw the cat into the pool, the child spins, the cat escapes and the child falls into the pool himself. <end>",5327
"<start> Inside a moving car, two girls sit in the backseat with a large multi-colored beach ball as a person in the passenger seat holds up one finger, music starts and the girl in flowery blouse in the back seat starts to dance in her seat. <end>",5328
"<start> Outside riding in a car, a young woman with a straw hat on starts dancing and her hat falls off. <end>",5328
"<start> In a SUV three women are singing, one with light brown hair and wearing sunglasses is in the front seat, anther in the left back seat his wearing a white off the shoulder blouse and the third on the passenger rear seat with a Plastic ball in front of her is wearing a straw hat a white teeshirt and a bunch of flowers around her shoulders begins dancing while sitting. <end>",5328
"<start> Three women are passengers in a car, one with a finger raised, one with dimensional flowers on her dress and a straw hat that falls off. <end>",5328
"<start> A young girl, with friends, is bouncing to music in a moving car. <end>",5328
"<start> A little brown boy in a long orange shirt reaches into a red-and-white cooler and pulls out a bottle of beer, holds it up and cheers to the laugher of others standing around inside a room with hardwood floors. <end>",5329
